title,year
The Magnate's Mistress,2013
Her Forever Man,2019
"Manhattan Boss, Diamond Proposal",2013
Miss Independence,2017
Love is a Wonderful Magic,2019
The Boss's Fake Fiancee,2019
The Side Character's Cheating System,2022
Uso ka Makoto ka,2020
Zangyaku Sugiru Isekai demo Suzuki wa Kawaii (Light Novel),2022
"Osananajimi de Akuma na Kishi wa, Watashi no Koto ga Daikirai (Light Novel)",2018
The Virtuous Omega Disguised as the Vicious Colonel (Novel),2020
Code Geass: Soubou no Oz O2,2014
Prodigal Count's Maid,2020
The Cinderella Governess,2018
Evolution Gods,2019
The Sheikh and the Desert Wife,2020
Enemies,2021
Castiglione's Pregnant Princess,2020
Amuro to Boku,2020
Tsukuoki Seikatsu: Shuumatsu matomete Tsukurioki Recipe,2018
Billionaires at the Altar,2020
An Arabian Courtship,2006
A Cinderella For The Desert King,2019
Tycoon's Ring Of Convenience,2019
Bought for the Greek's Revenge,2017
The Ice Sheikh’s Prisoner,2015
Stand-In Mistress,2008
A Vengeful Deception,2006
The Padova Pearls,2012
Kept by The Tycoon,2011
At the Millionaire's Bidding,2021
The Right Fiance?,2003
Marriage on the Agenda,2013
Running from the Storm,2016
Claiming His Wedding Night,2015
The Venetian's Proposal,2021
His Mistress by Marriage,2015
A Husband's Revenge,2005
First-Class Seduction,2002
Joy Bringer,2005
The Marriage Takeover,2006
The Secret Mother,2008
The Carlotta Diamond,2013
Iberis no Hanayome,2021
Tsurugi no Kanata,2021
Ghost on the Roof,2022
Vampire Magicka,2022
Guardian Angel: The Games Bring Girls Together,2021
Youkya na Kanojo wa Kyorikan ga Bagutteiru: Deatte Soku Omochikaeri Shicha Dame nano? (Light Novel),2022
Kimi dakara Sabishii (Novel),2022
Kami-sama no Youjinbou: Usagi wa Sakura to Yume wo Miru (Light Novel),2022
Mahoutsukai wa Furete Hodokeru,2021
World's Best Assassin,2020
Raikan: Kuro Ookami Shishaku ni Torawareta Kizoku,2021
Fox Love Story,2022
Please Don’t Be So Conceited,2021
Mr. Psychic,2019
My Boyfriend is a Superstar,2017
Rebel Princess: The Divine Doctor Outcast,2020
Yangoto Naki Ichizoku,2017
Praying For Peace: This World has Been Dominated by the Real Boss!!,2019
President Shao’s Cute Wife,2018
The Dauntless Celestial Emperor,2017
SNOW SMILE,2021
Kawaii,2019
Yi Tai Qibao: Wudi Nai Ba Chaoji Xiong (Novel),nan
Meng Niang Xing Ji (Novel),2018
Riluo Dadao,2022
Oni wa Sou!,2022
Kyuuketsuki ni Shiteyo♡,2022
Mirror Cat,2022
MOTHER (Nebi YOSHIDA),2022
Yuka-chan wa Ai Yueni,2022
Oogui Ookami to wa Tsukiawanai!,2020
Kimi wo Someru Asayake ni,2021
Hanaemi no Majo no Tsugu,2018
Murata-sensei to Tamura-chan,2020
Omega no Junjou: Sabaku no Ouji to Kiseki no Ko (Light Novel),2020
Uso no Kakera (Light Novel),2020
Toyo-chan no Teishoku,2020
Rome Futarigurashi,2022
The Missing Piece (Novel),2018
My OG Fan,2013
(So What If) This Is Just Life,2021
Imouto Shoukaijo de Oniichan ni Natte Kudasai! Tadashi Jitsumai ga Zenryoku de Shitto Shimasu (Light Novel),2019
Shinyuutou: Ii Hito de Nakereba Owari,2021
Tsukasa-chan ni Utawareru!,2021
New Yoku Yankees,2020
You're My Prey: I Can't Believe I'm Being Eaten by an Herbivorous Rabbit!,2020
Chuanyue Aiji: Chengwei Wang De Xinniang,2021
"Moto Eiyuu de, Ima wa Himo: Saikyou no Yuusha ga Black Jinrui kara Ridatsushite White Maougun de Shiawase ni Naru Hanashi (Light Novel)",2021
Blind Nine,2018
Consul Nine: Sayoko no Gyakuten Produce,2021
A-bout! Surf,2021
"Torima, Furo Ikane?",2021
Nuba Tama wa Oujou Shinai,2020
Kaibutsu-san wa Mimamoritai,2020
"Nando, Toki wo Kurikaeshitemo Honnouji ga Moerun ja ga!?",2020
Itsudatte Amai,2018
Ayakashi Kettukon Soudanjo,2016
Senjou no Mahoutsukai,2013
Senjou no Mahoutsukai 0,2013
Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi,2009
Ikenie Dai ni Oujo no Konwaku: Tekkoku ni Hitojichi Toshite Totsuidara Fushigi to Dai Kangei Sareteimasu,2021
The Most Shining Little Chicken in the Wolf Palace (Novel),2019
Single Dog Ending System (Novel),2018
Neko Neko Carnival,2015
Forest of the Jade Bird,2022
Reunion (Lee Coin),2022
Jack Junk Junkie,2022
Unbreakable Master,2019
Rone to Aoi Robin,2022
Eitapa Neech Concert,2022
Abe Marina Tanpenshuu: Fushigi na Hakoniwa,2022
"Tokyo x Isekai Sensou: Jieitai, Ikai Seibutsu wo Geigeki seyo (Light Novel)",2019
Seiyaku no Ephemera: Akuma Hakushaku to Honoo no Otome (Light Novel),2012
Setsuna no Fuukei,2022
Keiyaku Shimai,2022
53-sai de Hajimete Off-kai ni Sanka Shimashita,2020
In the Dark (Novel),2019
Vulpecula's Love Letter: Farewell at the Galaxy (Novel),2019
Platonic Boy And The Tentacle Table,2017
"Do Your Job, Incubus! Another Night of Naughty Service for You",2019
Discover My Secret,2020
Dominated by the Powerful Top,2021
Complex Friendship,2021
Isekai Furin II: Michibikareshi Hitozuma-tachi to Bukiyou Tensei Yuusha,2021
Azur Lane Comic à la carte,2018
Ana no ie,2019
Your Circle Is So Messy,2017
A Total Top (Like Me) Won't Get Fucked So Easily!,2018
Hitori ja Tarinai (Ebi UMINO),2018
Heya ni Macho no Rei ga Imasu,2016
The Founder,2022
"Hogusare Shinshi, Momii-san",2017
Wakeari Seitokai! (Light Novel),2012
5-nin Iru!,2020
Me Warui Hito ga Yuurei Mitara Dou Naru no ka,2018
"5-nin no Uchi, Dare ga Shinu ka",2020
Amami ga Tsuyome,2020
Sentimental ♂ Sexy Cabaret Night,2022
Bicolor Campus,2020
Bushi Gal,2022
Sex Literacy Zero,2019
First Period,2020
Ore-sama Joushi wa Jukusei-chuu,2018
Frontline Spirits,2021
Fushigi na Tori no Yakki,2021
Gedou Tsuki,2020
Gozen 0-ji no Shoumei,2021
Katabutsu Joushi wa Kanraku-zumi,2018
Hadou Koukousei,2020
Hero datte Koi Shitai,2020
Cherry Pie wa A Cup,2018
Ichijiku to Kagehinata,2020
Kuro Gyaru no Shojotte Amaitte Shitteru?,2020
Imaginary Quest,2020
Iwanu ga Hana,2020
Jigoku Tenkousei,2020
Jin (Kouki Aguro),2021
Kane to Ai to Watashi,2019
Magical Sister,2020
Fake Fact Lips break,2022
"Kuro, Oyome-san yo",2021
"Oneko-sama wa Ueteiru: Shitsuren OL, Neko wo Hirottara (Seiteki ni) Taberarechaimashita",2021
Wasureji no Kami,2021
0-Nichi Kara Hajimeru Dekiai Fuufu Seikatsu,2021
Ai no Campanella,2022
Ayumi,2021
Hagoromo-sensei wa Kyou mo Kanzume,2022
Minchi Shokudou,2018
Monster Recruit,2021
Just Like Always and More,2014
I ♡ Kabukicho,2019
Aku no Kadou wo Ikimashou (Light Novel),2022
"Shukujo no Kan Yamemashita. Toki wo Gyakkou Shita Koushaku Reijou wa, Wagamama na Imouto ni Furimawa Sarenai You Seikaku Waruku Ikinobimasu! (Light Novel)",2022
"Jakushou Ryouchi no Seizon Senryaku! Ore no Ryouchi ga Nando Kurikaeshite mo Metsubou Suru n da kedo. Kore, Dou Shitara Tasukarimasu ka? (Light Novel)",2022
Renseishi Aria wa Kyou mo Ganbarimasu: Imouto ni Seika wo Yokodori Sareta Renseishi no Shiawase na Second Life (Light Novel),2022
Musket Girls! Tensei Sanbou to Senretsu Otome-tachi (Light Novel),2022
"Isekai ni Shoukan Sareta n da kedo, Nan demo Kireteshimau Kennou wo Teni Ireta node Easy Mode deshita. (Light Novel)",2022
"Kuni ni Suterareta Rakuin Yuusha, Youjo ni Hirowarete Shiawase na Slow Life wo Hajimeru (Light Novel)",2022
Diamond no C!! Seidou Koukou Yakyuubu Neko Nisshi,2022
Makezugirai na Pochama to Ganko na Shousetsuka,2021
Asa Okitara Dungeon ga Shutsugen shiteita Nichijou ni Tsuite: Meikyuu to Koukousei,2020
Kanawanakatta Koi no Tsudzuki wo,2019
"Nee Nee, Nene-san.",2021
Ninniku Shoujo,2020
Okaeri Kudasai Succubus-san,2021
Otouto x Yome nante Mitomenai!,2020
Worldchanging,2019
My Male Harem,2021
Waiting for You at the Spring,2021
Professional Fan,2021
"Second Miss, Please Don’t Do This!",2019
Exquisite Wolf Heart,2019
A Collection of Peculiar Happenings,2019
Deception Detector,2019
The Ultimate Guide to Becoming a Successful Makeup Artist,2021
Dream Envoy,2019
Safe Forever,2020
A Moonlit River Spring,2021
"Classmate Gui, Please Be A Little Bit More Patient!",2020
The Beast Tamer,2020
Rippling Marriage: The Way To Your Heart,2020
Jibun Size de Ikou: Watashi nari no Body Positive,2021
I Really Love His Bad Temper,2021
Corner Shop,2022
Sex Study Group,2022
Saeki-san 45%,2021
The Law of First Love,2020
Mada Tabidatte mo Inai Noni,2003
Kimito Koete Koininaru,2021
Otaku ni Yasashii Gal wa Inai!?,2021
Soul Soldiers,2019
Barnacle,2022
Crimson Stone,2022
Alternate Life,2022
Man From Hell,2022
Stalker Kishi no Seijitsu na Kyuukon,2021
Cover Crack,2017
Copper Red no Akuma,2018
Okiraku Ryoushu no Tanoshii Ryouchi Bouei,2021
Saotome-san ni wa Mou Death Game Shikanai,2022
Hanaori-san wa Tensei Shite mo Kenka ga Shitai,2021
Ai no Su e Ochiro! (Light Novel),2010
Arabashiri,2020
1000-man Doutei,2019
Hypnosis Mic: Before the Battle - Dawn of Divisions,2020
Kotoba Yuugi,2021
2LDK ni Sumitsuku Koi,2013
Futuristic Gourmet’s Spoiled Marriage (Novel),2017
Bless (Yukino SONOYAMA),2022
"Concealed by Brocaded Clouds, Frost on the Roads (Novel)",nan
The Reason We Broke up (Novel),2018
I Want To Be a Good Person in This Life (Novel),2017
Top Star Lee Gun-Woo (Novel),2021
Hired to Love,2022
Stay 5 Meters Away From Me,2022
Señorita Cometa,2022
Love By Proxy,2016
Craving Jamie,2020
Rumours on the Red Carpet,2016
The Baby The Billionaire Demands,2019
Money Man's Fiancée Negotiation,2013
His Cousin's Wife,2015
Fan From Heaven,2020
Ookami Shujin to Usagi Maid-chan,2021
"I, the Invincible Villain Master With My Apprentices",2022
Dungeon Hunters Are Bastards,2022
The Stand-In,2020
The Youth Pill,2017
Modern Vampire Slayers,2019
I Wanna Be the Madam!,2020
Restoring Art and Love,2022
Log in to Love City,2020
Scared Dentist,2015
Auto Hunting (Novel),2017
"I’m a Villainess, Can I Die? (Novel)",2019
Kaishagaeri no Pas de Deux,2022
I'm Getting Conquered by a Beautiful Male Cosplayer,2020
The Movie Star All To Myself,2020
"Konya, Shousetsuka Sensei to Naisho de",2020
Hiraba no Hito,2020
Osananajimi to wa Romcom ni Naranai,2022
Hikikomori Hakoiri Reijou no Kekkon,2021
Kurai Anoko to Shitai koto,2021
Magical School Meal,2022
I Am the Jade Emperor,2019
Those Years I Sell Amulets in Thailand,2019
Tsugou no Ii Hate,2022
Michikusa Yoriko no Tabe Hashiri,2021
Kosugi-sensei wa Kodomo Suki,2012
Irodori Koukou Gasshou-bu yori,2021
Strike and Strip,2016
Batsu x Ichi,2007
Deus Bard Machina,2019
Deus Bard Machina 2: The Chosen Misfits,2021
Honkai Impact 3rd: Honkai Hunter,2016
"Watashi, Nibanme no Kanojo de Ii kara. (Light Novel)",2021
Koi ja Nee kara,2021
7-nenme no Junai,2019
Aishiteru Nante Iwanaide,2021
Akayoroshi: Yami Hanafuda Yugitan,2018
Aikatsu! Go! Go! Go!,2015
Honkai Impact 3rd: Moon Shadow,2017
Honkai Impact 3rd: AE Invasion,2016
Honkai Impact 3rd: Spring Festival Trip,2021
Honkai Impact 3rd: London Holiday,2019
Honkai Impact 3rd: Elan Palatinus,2017
Honkai Impact 3rd: The Gratitude Arc,2017
Honkai Impact 3rd: World Serpent,2019
Honkai Impact 3rd: Gemina Tales,2019
Honkai Impact 3rd: Kiana Plays Honkai,2017
Honkai Impact 3rd: Gemina Invasions,2019
Honkai Impact 3rd: Springfest,2020
Honkai Impact 3rd: Blade of the Empyrean,2020
Honkai Impact 3rd: ELF,2020
Omega no Okite,2021
Teikoku no Koiyome,2022
My Younger Brother Wants to be a Husband (Novel),2020
The Predator's Fiancée (Novel),nan
Gregory Horror Show: Another World,2007
Deep Blue (JIAE),2019
Her Atypical Story,2019
His Majesty's Cute Prime Minister,2020
Accidental Love,2019
"Ikusei Game ni Tensei Shita no ni, Naze ka Kishitachi ni Dekiaisaretemasu",2022
Tensei Last Boss Majo wa Doku Poison de Kusuriya wo Hajimeru.,2022
Konyakusha wa Dekiai no Furi,2021
Botsuraku Reijou na no ni Dai 2 Ouji ni Kyuukonsaretemasu,2022
"Dou Agaite mo Akuyaku Reijou!: Kaishin Shitai no desu ga, Yandere Juusha kara Nigeraremasen",2022
"Isekai Torippushita Shinjin Shoujo Mangakka wa, Douyara Seijo ni naru you desu?!",2022
Honkai Impact 3rd: Ai-chan's Facts,2016
Watashi no Uchi wa Futsuu,2020
Kono Yo no Futari,2013
Law of Creation,2016
Repent and Be Saved,2021
The Princess Back From Hell,2022
Honkai Impact 3rd: Cooking with Valkyries,2018
Kare ga Ore wo Suki Sugite Komaru,2017
"Tell Me Your Order, Rose!",2022
"Sex Shitakedo, Sukijanai",2020
One Helluva First Time,2016
A Legacy Of Secrets,2019
Taoist Master Hoguk,2022
An Inheritance of Shame,2020
Kholodov's Last Mistress,2013
Waka-chan wa Kyou mo Azatoi,2020
The Unseen,2016
The Italian's Chosen Wife,2016
Follow Your Heart,2022
Leveling Again: The Story of Agaya,2022
Hoezura ni Kamitsuku Kiss,2020
Fluffy Squishy Love House,2021
Mahou Chuunen,2022
The Gentle Tyrant,2022
Ataerareta Skill wo Tsukatte Kasei de Isekai Bijotachi to Ichaicha shitai,2021
Half Goblin,2022
The Story of Cheol-su and Young-hee,2022
Class de 2-banme ni Kawaii Onnanoko to Tomodachi ni Natta (Light Novel),2021
"Shokubutsu Monster Musume Nikki: Seijo datta Watashi ga Uragirareta Hate ni Alraune ni Tensei Shite Shimatta node, Kore kara wa Kougousei wo Shinagara Shizuka ni Shokubutsu Life wo Sugoshimasu (Light Novel)",2021
Tomodachi no Onee-san to Inkya ga Koi wo Suru to Dou Naru no ka? (Light Novel),2021
Suits Danshi to Renai Flag,2019
Flowers Find a Way to Bloom,2020
Kimi ja Nakya Dame na Dorei Shoujo,2022
"Biryuu Enshoutan: Jikokouteikan ga Gekitei na Dragon-kyuu Bishoujo Maou wo, Yuusha ga Icharabu de Taijisuru Ohanashi",2021
Ability Stealing Hunter,2022
Pick-Up General Store,2017
Rain or Shine,2022
Rise To Stardom (Novel),2017
Mishiranu Joshikousei ni Kankin sareta Mangaka no Hanashi (Light Novel),2021
Eiyuu to Majo no Tensei Love Comedy (Light Novel),2021
"Boku no Kawaii Musume wa Futago no Kenja: Tokugi ga Debuff no Teihen Kuro Madoushi, Sodateta Futago no Musume ga S-Rank no Daikenja ni Natteshimau (Light Novel)",2019
"Ravishing Physician: Yield To Me, Your Royal Highness",2021
My Cactus Boyfriend,2017
The Lord Has Hidden Intentions,2021
Overnourished,2022
Hatsujo Playroom,2020
I Won’t Say I Love You,2019
Having The Boss's Babies,2020
Ano Kane wo Narasu no wa Sukunakutomo Omae ja Nai,2019
Kusozako Fuukiiinchou Kaeri-chan,2021
Mr. Right Turned Out To Be A Younger Woman!?,2020
"Ancestor, Please Come Out of the Mountain",2022
Gonin Hitoyaku demo Kimi ga Suki (Light Novel),2021
Sleeping With an Enemy,2022
"Hang in There, Man",2022
Welcome to Kids Cafe,2022
Ballerino,2022
The Strongest Son In Law in History,2021
The Prince's Stolen Virgin,2019
Hajar's Hidden Legacy,2019
Married for Amari's Heir,2018
A Baby For The Boss,2018
Anata to Otonagoto,2016
Ake no Suisei,2000
Ame no Naka kara Yattekita,2015
I Just Crave for Your Pheromones (Novel),2020
The Daily Record of Secretly Loving the Male Idol (Novel),2016
Like Pearl and Jade (Novel),2015
Uchi no Kawaii Gyaru Maid,2019
Would You Like Me to Satisfy You?: Monopolized by a Young Go-Getter,2017
"Dear Sister, I've Become a Blessed Maiden",2021
Boku janakya Dame deshou?,2020
Sweet Bitter Sweet,2020
Kimi Iro ni Kegasaretai,2021
A Contract Marriage Our Bodies Love: No Divorcing Tonight,2021
Kimi no Koe ga Suki Sugiru,2021
GOLDEN SPIRAL,2022
Volley Volley,2022
Kono Manga no Heroine wa Morisaki Amane desu.,nan
Love Comedy Quest,nan
Partner for Love,2016
Koushaku Reijou no Shakkin Shitsuji,2021
"Gimai ni Oshitsukerareta Totsugisaki wa, Norowareta Koushaku Kakka deshita",2021
I Became a CEO in the Other World,2022
He And His Pulp Jokes,2018
Wo Bushi Xie Wang (Novel),2021
"Saijoukyuu no Seijo Rashii desu ga, Ryuuou-sama no Hanayome ni wa Narimasen! Tsuihousareta node Yakushi toshite Dai Ni no Jinsei wo Oukashimasu (Light Novel)",2022
Jonah and Chang-il,2022
My Husband Was Once a Long Aotian,2022
Kyuutei Shokikan Litt no Yuuga na Seikatsu (Novel),2022
Yangotonaki Omega no Konin (Light Novel),2020
Mahou Shounen Mamoru Hajimaranai!,2022
Hana ga Saita yo,2022
Happy Kashiiki,2022
I Can Blow up an Isekai World With Just One Punch,2022
Oshigoto desu yo! Akane-san,2021
The Monstrous Gui,2022
I Have Survived 999 Calamities,2022
All About Kuru,2009
"Shi ni Modori no Mahou Gakkou Seikatsu wo, Moto Koibito to Prologue kara (※Tadashi Koukando wa Zero)",2022
Kaze no Yari,2022
"Binbou Kenshi, Gum-chan wo Kau.",2022
Satsujin Gokko,2018
Koujou Yakei,2022
Shijuu Kara,2018
"I Want to Break Off This Engagement, so I'll Play the Villainess",2021
Diablomachia,2022
Love n Gore,2022
The Insignificant Ducal Household's Gangster Baby (Promo),2022
The Youngest Master (Promo),2020
Kurukuru Kuruma: Mimura Pan,2021
Chiisana Shinshi to Yama no Bakemono,2021
Sukaraiti,2022
Kohaku no Tori no Yume,2019
"Youkoso ""Tsuihousha Guild"" e: Munou na S Rank Party ga Dondon Yuunou na Boukensha wo Tsuihou surunode, Saijaku wo Atsumete Saikyou Guild wo Tsukurimasu",2021
Inukai-san wa Kakure Dekiai Joushi,2022
Conherence,2018
Koharu Biyori ni Hai ga Saku,2020
Pedigree,2021
Mark (Gamjadog),2021
Kemono Signal,2021
Cheer Elf ga Anata no Koi wo Ouenshimasu! (Light Novel),2022
Master's Lesson,2022
Fray,2022
"Itsuka, Kazoku ni Naru made",2021
Itoshii Oto no Nemuru Niwa (Novel),2016
Yodaka wa Utawanai,2018
Boku no Kanojo wa Youjinbou,2012
Hiyama Kentarou no Ninshin Ikuji-hen,2019
Watashi no Kirai na Shachou,2018
Warawa no Koukyuuhi Ranking wa 133-banme no you desu,2020
Warawa no Koukyuuhi Ranking wa 133-banme no you desu (Light Novel),2019
Gifted (Rima AMAMIYA),2021
DAIRY's,2019
Mibun Gakuten: Saikan to Fukushuu to Ai,2020
Atarashii Konyakusha wa Watashi wo Medetakute Shikatanai,2021
Ikemen Katabutsu Shoukou-sama wa Shojo Maid wo Nogasanai!,2019
Marriage Contract With My Sadistic CEO,2019
Yubisaki de Torokesasete: Biyoushi no Kare wa Zetsurin na Technician,2019
Hatsukoi wa Gouka Kyakusen de,2019
Heika no Midarana Chouai Anthology,2021
Video Girl Ai (Light Novel),1993
City Hunter (Light Novel),1993
Touche mon Amour (Novel),2017
The Cat Across The Hall,2017
Shinkon dakedo Kataomoi,2020
BASTARD!! Mouryou-tachi no Requiem (Light Novel),1993
BASTARD!! 2: Akuma no Shitone ni Yokotawarite (Light Novel),1993
Complex Doll: Lolita-kun no Hodokenai Mahou,2022
"Tensei Shachiku no Cheat Saien: Bannou Skill to Benri na Tsukaima Yousei wo Kushishitetara, Kizukeba Tairiku Ichi no Seisankyoten ga Dekiteita (Light Novel)",2022
"Countryside, Here I Come!",2017
Double-Binded By Love,2021
Komochi Omega to Kare to Kare 2,2022
A Whirlwind Campus Affair,2022
Bijutsu-bu no Futari,2020
You Are My Ideal,2022
Futatsu no Yama no Mukougawa,2019
Doppel Anata,2019
Miori to Yamagami-sama,2018
Erabaretakatta Shoujo-tachi,2021
Yuri no Hanasaku Wagaya de,2019
Puuan!,2014
"Kanojo no Negai, Watashi no Nozomi",2022
Jikan Chouyakushiki Kanzen Murekka Tensou Souchi,2021
The Witcher: Ronin,2022
Minato-kun no Nasugamama,2020
Nina's Magic Chest,2021
Kimi wa Boku no Regret (Light Novel),2021
Let it be,2018
Sick Prince Depends on Me to Continue His Life,2022
Sugar Glaze Darling,2021
Another Life,2017
100% Possibility of Meeting Girls,2021
Snake Versus Fox,2021
Heaven's Sympathy: Reborn,2020
Catch a Dragon: Become My Wife,2021
What Do You Do When You Suddenly Become an Immortal?,2021
Briefly Free,2021
Papa to Boku to Kazoku ni Natte yo,2019
Punch Kick Lovesick,2016
Shojo Kara Hajimeru Kekkon Seikatsu,2017
Nani ga Nandemo Happy End: Tachi Aoi Sakuhinshuu,2018
Tonari no Maeshima wa Totemo Kawaii,2018
Gabuli,2021
May I Fall in Love?,2016
Secret Star,2015
Cosmo Sex Fantasy,2021
Indulgence,2020
